Year,Calendar Day,Despatch Consumption Balance (Dcb) Or Internal Consumption Balance (Icb),Type Of Mode : Pithead Or Non-Pithead,Number Of Coal Plants,Capacity Of The Coal Plant(MegaWatt),Daily Requirement(Tonne),Domestic Stock (Tonne),Imported Stock (Tonne),Normative Stock (Tonne),Percentage Of Actual Stock Vis-A-Vis Normative Stock,Total Stock,Stock Surplus/Deficit,Days of Stock Available,Domestic Dependency,Import Dependency,Risk Category
,2021-01-10,,Non-Pithead,118,128496.000000000000,1350.9800000000000000,,,,,,,,,,
,2021-01-09,,Pithead,18,35100.000000000000,439.5200000000000000,,,,,,,,,,
,2021-01-09,,Non-Pithead,118,128496.000000000000,1355.8300000000000000,,,,,,,,,,
,2021-01-08,,Pithead,18,35100.000000000000,443.2700000000000000,,,,,,,,,,
,2021-01-08,,Non-Pithead,118,128496.000000000000,1356.5800000000000000,,,,,,,,,,
,2021-01-07,,Pithead,18,35100.000000000000,444.9300000000000000,,,,,,,,,,
,2021-01-07,,Non-Pithead,118,128496.000000000000,1354.1300000000000000,,,,,,,,,,
,2021-01-06,,Pithead,18,35100.000000000000,447.0700000000000000,,,,,,,,,,
,2021-01-06,,Non-Pithead,118,128496.000000000000,1353.3600000000000000,,,,,,,,,,
,2021-01-05,,Pithead,18,35100.000000000000,449.7900000000000000,,,,,,,,,,
,2021-01-05,,Non-Pithead,118,128496.000000000000,1355.4900000000000000,,,,,,,,,,
,2021-01-04,,Pithead,18,35100.000000000000,449.4500000000000000,,,,,,,,,,
,2021-01-04,,Non-Pithead,118,128496.000000000000,1357.5500000000000000,,,,,,,,,,
,2021-01-03,,Pithead,18,35100.000000000000,448.0300000000000000,,,,,,,,,,
,2021-01-03,,Non-Pithead,118,128496.000000000000,1355.9900000000000000,,,,,,,,,,
,2021-01-02,,Pithead,18,35100.000000000000,446.9700000000000000,,,,,,,,,,
,2021-01-02,,Non-Pithead,118,128496.000000000000,1355.6400000000000000,,,,,,,,,,
,2021-01-01,,Pithead,18,35100.000000000000,446.9500000000000000,,,,,,,,,,
,2021-01-01,,Non-Pithead,118,128496.000000000000,1356.2800000000000000,,,,,,,,,,
,2020-12-31,,Pithead,18,35100.000000000000,445.8900000000000000,,,,,,,,,,
,2020-12-31,,Non-Pithead,118,128496.000000000000,1355.3500000000000000,,,,,,,,,,
,2020-12-30,,Pithead,18,35100.000000000000,443.5500000000000000,,,,,,,,,,
,2020-12-30,,Non-Pithead,118,128496.000000000000,1357.6500000000000000,,,,,,,,,,
,2020-12-29,,Pithead,18,35100.000000000000,439.2600000000000000,,,,,,,,,,
,2020-12-29,,Non-Pithead,118,128496.000000000000,1355.3800000000000000,,,,,,,,,,
,2020-12-28,,Pithead,18,35100.000000000000,437.6000000000000000,,,,,,,,,,
,2020-12-28,,Non-Pithead,118,128496.000000000000,1351.0300000000000000,,,,,,,,,,
,2020-12-27,,Pithead,18,35100.000000000000,437.0600000000000000,,,,,,,,,,
,2020-12-27,,Non-Pithead,118,128496.000000000000,1347.7400000000000000,,,,,,,,,,
,2020-12-26,,Pithead,18,35100.000000000000,436.2800000000000000,,,,,,,,,,
,2020-12-26,,Non-Pithead,118,128496.000000000000,1347.9800000000000000,,,,,,,,,,
,2020-12-25,,Pithead,18,35100.000000000000,435.2400000000000000,,,,,,,,,,
,2020-12-25,,Non-Pithead,118,128496.000000000000,1351.6600000000000000,,,,,,,,,,
,2020-12-24,,Pithead,18,35100.000000000000,433.4000000000000000,,,,,,,,,,
,2020-12-24,,Non-Pithead,118,128496.000000000000,1350.8100000000000000,,,,,,,,,,
,2020-12-23,,Pithead,18,35100.000000000000,431.9600000000000000,,,,,,,,,,
,2020-12-23,,Non-Pithead,118,128496.000000000000,1347.8900000000000000,,,,,,,,,,
,2020-12-22,,Pithead,18,35100.000000000000,430.8400000000000000,,,,,,,,,,
,2020-12-22,,Non-Pithead,118,128496.000000000000,1344.8600000000000000,,,,,,,,,,
,2020-12-21,,Pithead,18,35100.000000000000,429.5500000000000000,,,,,,,,,,
,2020-12-21,,Non-Pithead,118,128496.000000000000,1343.0000000000000000,,,,,,,,,,
,2020-12-20,,Pithead,18,35100.000000000000,426.0700000000000000,,,,,,,,,,
,2020-12-20,,Non-Pithead,118,128496.000000000000,1338.4300000000000000,,,,,,,,,,
,2020-12-19,,Pithead,18,35100.000000000000,423.3200000000000000,,,,,,,,,,
,2020-12-19,,Non-Pithead,118,128496.000000000000,1333.7600000000000000,,,,,,,,,,
,2020-12-18,,Pithead,18,35100.000000000000,421.6500000000000000,,,,,,,,,,
,2020-12-18,,Non-Pithead,118,128496.000000000000,1331.2600000000000000,,,,,,,,,,
,2020-12-17,,Pithead,18,35100.000000000000,421.4100000000000000,,,,,,,,,,
,2020-12-17,,Non-Pithead,118,128226.000000000000,1329.7300000000000000,,,,,,,,,,
,2020-12-16,,Pithead,18,35100.000000000000,424.2200000000000000,,,,,,,,,,
,2020-12-16,,Non-Pithead,118,128226.000000000000,1326.8900000000000000,,,,,,,,,,
,2020-12-15,,Pithead,18,35100.000000000000,426.9800000000000000,,,,,,,,,,
,2020-12-15,,Non-Pithead,118,128226.000000000000,1325.8300000000000000,,,,,,,,,,
,2020-12-14,,Pithead,18,35100.000000000000,427.8000000000000000,,,,,,,,,,
,2020-12-14,,Non-Pithead,118,128226.000000000000,1321.6600000000000000,,,,,,,,,,
,2020-12-13,,Pithead,18,35100.000000000000,531.3500000000000000,,,,,,,,,,
,2020-12-13,,Non-Pithead,118,128226.000000000000,1323.0200000000000000,,,,,,,,,,
,2020-12-12,,Pithead,18,35100.000000000000,432.0400000000000000,,,,,,,,,,
,2020-12-12,,Non-Pithead,118,128226.000000000000,1328.4800000000000000,,,,,,,,,,
,2020-12-11,,Pithead,18,35100.000000000000,432.5000000000000000,,,,,,,,,,
,2020-12-11,,Non-Pithead,118,128226.000000000000,1329.6700000000000000,,,,,,,,,,
,2020-12-10,,Pithead,18,35100.000000000000,434.8000000000000000,,,,,,,,,,
,2020-12-10,,Non-Pithead,118,128226.000000000000,1326.8000000000000000,,,,,,,,,,
,2020-12-09,,Pithead,18,35100.000000000000,434.1200000000000000,,,,,,,,,,
,2020-12-09,,Non-Pithead,118,128226.000000000000,1328.5300000000000000,,,,,,,,,,
,2020-12-08,,Pithead,18,35100.000000000000,432.1400000000000000,,,,,,,,,,
,2020-12-08,,Non-Pithead,118,128226.000000000000,1325.6800000000000000,,,,,,,,,,
,2020-12-07,,Pithead,18,35100.000000000000,432.8800000000000000,,,,,,,,,,
,2020-12-07,,Non-Pithead,118,128226.000000000000,1322.4300000000000000,,,,,,,,,,
,2020-12-06,,Pithead,18,35100.000000000000,433.9200000000000000,,,,,,,,,,
,2020-12-06,,Non-Pithead,118,128226.000000000000,1320.5700000000000000,,,,,,,,,,
,2020-12-05,,Pithead,18,35100.000000000000,432.1400000000000000,,,,,,,,,,
,2020-12-05,,Non-Pithead,118,128226.000000000000,1315.9500000000000000,,,,,,,,,,
,2020-12-04,,Pithead,18,35100.000000000000,427.7900000000000000,,,,,,,,,,
,2020-12-04,,Non-Pithead,118,128226.000000000000,1309.5800000000000000,,,,,,,,,,
,2020-12-03,,Pithead,18,35100.000000000000,423.5900000000000000,,,,,,,,,,
,2020-12-03,,Non-Pithead,118,128226.000000000000,1305.0500000000000000,,,,,,,,,,
,2020-12-02,,Pithead,18,35100.000000000000,422.2700000000000000,,,,,,,,,,
,2020-12-02,,Non-Pithead,118,128226.000000000000,1303.1000000000000000,,,,,,,,,,
,2020-12-01,,Pithead,18,35100.000000000000,423.5300000000000000,,,,,,,,,,
,2020-12-01,,Non-Pithead,118,128226.000000000000,1301.4400000000000000,,,,,,,,,,
,2020-11-30,,Pithead,18,35100.000000000000,418.0300000000000000,,,,,,,,,,
,2020-11-30,,Non-Pithead,118,128226.000000000000,1297.8500000000000000,,,,,,,,,,
,2020-11-29,,Pithead,18,35100.000000000000,418.8600000000000000,,,,,,,,,,
,2020-11-29,,Non-Pithead,118,128226.000000000000,1295.3700000000000000,,,,,,,,,,
,2020-11-28,,Pithead,18,35100.000000000000,421.0300000000000000,,,,,,,,,,
,2020-11-28,,Non-Pithead,118,128226.000000000000,1301.9000000000000000,,,,,,,,,,
,2020-11-27,,Pithead,18,35100.000000000000,425.8600000000000000,,,,,,,,,,
,2020-11-27,,Non-Pithead,118,128226.000000000000,1311.8900000000000000,,,,,,,,,,
,2020-11-26,,Pithead,18,35100.000000000000,429.0600000000000000,,,,,,,,,,
,2020-11-26,,Non-Pithead,118,128226.000000000000,1320.4700000000000000,,,,,,,,,,
,2020-11-25,,Pithead,18,35100.000000000000,429.0900000000000000,,,,,,,,,,
,2020-11-25,,Non-Pithead,118,128226.000000000000,1322.1100000000000000,,,,,,,,,,
,2020-11-24,,Pithead,18,35100.000000000000,426.7400000000000000,,,,,,,,,,
,2020-11-24,,Non-Pithead,118,128226.000000000000,1313.7500000000000000,,,,,,,,,,
,2020-11-23,,Pithead,18,35100.000000000000,422.4600000000000000,,,,,,,,,,
,2020-11-23,,Non-Pithead,118,128226.000000000000,1301.9500000000000000,,,,,,,,,,
,2020-11-22,,Pithead,18,35100.000000000000,417.8100000000000000,,,,,,,,,,
,2020-11-22,,Non-Pithead,118,128226.000000000000,1290.5700000000000000,,,,,,,,,,
,2020-11-21,,Pithead,18,35100.000000000000,414.5300000000000000,,,,,,,,,,
,2020-11-21,,Non-Pithead,118,128226.000000000000,1279.1700000000000000,,,,,,,,,,
,2020-11-20,,Pithead,18,35100.000000000000,413.0400000000000000,,,,,,,,,,
,2020-11-20,,Non-Pithead,118,128226.000000000000,1276.8100000000000000,,,,,,,,,,
,2020-11-19,,Pithead,18,35100.000000000000,413.4100000000000000,,,,,,,,,,
,2020-11-19,,Non-Pithead,118,128226.000000000000,1276.7500000000000000,,,,,,,,,,
,2020-11-18,,Pithead,18,35100.000000000000,413.4700000000000000,,,,,,,,,,
,2020-11-18,,Non-Pithead,118,128226.000000000000,1278.6000000000000000,,,,,,,,,,
,2020-11-17,,Pithead,18,35100.000000000000,414.9600000000000000,,,,,,,,,,
,2020-11-17,,Non-Pithead,118,128226.000000000000,1287.9600000000000000,,,,,,,,,,
,2020-11-16,,Pithead,18,35100.000000000000,420.5000000000000000,,,,,,,,,,
,2020-11-16,,Non-Pithead,118,128226.000000000000,1303.3400000000000000,,,,,,,,,,
,2020-11-15,,Pithead,18,35100.000000000000,424.5100000000000000,,,,,,,,,,
,2020-11-15,,Non-Pithead,118,128226.000000000000,1319.2200000000000000,,,,,,,,,,
,2020-11-14,,Pithead,18,35100.000000000000,424.6600000000000000,,,,,,,,,,
,2020-11-14,,Non-Pithead,118,128226.000000000000,1335.5300000000000000,,,,,,,,,,
,2020-11-13,,Pithead,18,35100.000000000000,423.1300000000000000,,,,,,,,,,
,2020-11-13,,Non-Pithead,118,128226.000000000000,1339.8200000000000000,,,,,,,,,,
,2020-11-12,,Pithead,18,35100.000000000000,420.7700000000000000,,,,,,,,,,
,2020-11-12,,Non-Pithead,118,128226.000000000000,1343.0700000000000000,,,,,,,,,,
,2020-11-11,,Pithead,18,35100.000000000000,421.8200000000000000,,,,,,,,,,
,2020-11-11,,Non-Pithead,118,128226.000000000000,1347.1600000000000000,,,,,,,,,,
,2020-11-10,,Pithead,18,35100.000000000000,422.3600000000000000,,,,,,,,,,
,2020-11-10,,Non-Pithead,118,128226.000000000000,1349.2500000000000000,,,,,,,,,,
,2020-11-09,,Pithead,18,35100.000000000000,424.0900000000000000,,,,,,,,,,
,2020-11-09,,Non-Pithead,118,128226.000000000000,1352.1900000000000000,,,,,,,,,,
,2020-11-08,,Pithead,18,35100.000000000000,429.7400000000000000,,,,,,,,,,
,2020-11-08,,Non-Pithead,118,128226.000000000000,1355.4000000000000000,,,,,,,,,,
,2020-11-07,,Pithead,18,35100.000000000000,436.8100000000000000,,,,,,,,,,
,2020-11-07,,Non-Pithead,118,128226.000000000000,1355.3600000000000000,,,,,,,,,,
,2020-11-06,,Pithead,18,35100.000000000000,441.3500000000000000,,,,,,,,,,
,2020-11-06,,Non-Pithead,118,128226.000000000000,1356.8300000000000000,,,,,,,,,,
,2020-11-05,,Pithead,18,35100.000000000000,444.0400000000000000,,,,,,,,,,
,2020-11-05,,Non-Pithead,118,128226.000000000000,1358.2400000000000000,,,,,,,,,,
,2020-11-04,,Pithead,18,35100.000000000000,444.2800000000000000,,,,,,,,,,
,2020-11-04,,Non-Pithead,118,128226.000000000000,1353.4500000000000000,,,,,,,,,,
,2020-11-03,,Pithead,18,35100.000000000000,445.2700000000000000,,,,,,,,,,
,2020-11-03,,Non-Pithead,118,128226.000000000000,1345.3900000000000000,,,,,,,,,,
,2020-11-02,,Pithead,18,35100.000000000000,441.3000000000000000,,,,,,,,,,
,2020-11-02,,Non-Pithead,118,128226.000000000000,1334.7000000000000000,,,,,,,,,,
,2020-11-01,,Pithead,18,35100.000000000000,438.6700000000000000,,,,,,,,,,
,2020-11-01,,Non-Pithead,118,128226.000000000000,1319.1200000000000000,,,,,,,,,,
,2020-10-31,,Pithead,18,35100.000000000000,436.9800000000000000,,,,,,,,,,
,2020-10-31,,Non-Pithead,118,128226.000000000000,1304.8600000000000000,,,,,,,,,,
,2020-10-30,,Pithead,18,35100.000000000000,436.0900000000000000,,,,,,,,,,
,2020-10-30,,Non-Pithead,118,128226.000000000000,1296.2300000000000000,,,,,,,,,,
,2020-10-29,,Pithead,18,35100.000000000000,436.5100000000000000,,,,,,,,,,
,2020-10-29,,Non-Pithead,118,128226.000000000000,1295.0000000000000000,,,,,,,,,,
,2020-10-28,,Pithead,18,35100.000000000000,436.6600000000000000,,,,,,,,,,
,2020-10-28,,Non-Pithead,118,128226.000000000000,1300.1300000000000000,,,,,,,,,,
,2020-10-27,,Pithead,18,35100.000000000000,436.6900000000000000,,,,,,,,,,
,2020-10-27,,Non-Pithead,118,128226.000000000000,1311.8600000000000000,,,,,,,,,,
,2020-10-26,,Pithead,18,35100.000000000000,441.8100000000000000,,,,,,,,,,
,2020-10-26,,Non-Pithead,118,128226.000000000000,1323.1900000000000000,,,,,,,,,,
,2020-10-25,,Pithead,18,35100.000000000000,445.9800000000000000,,,,,,,,,,
,2020-10-25,,Non-Pithead,118,128226.000000000000,1332.8800000000000000,,,,,,,,,,
,2020-10-24,,Pithead,18,35100.000000000000,452.5600000000000000,,,,,,,,,,
,2020-10-24,,Non-Pithead,118,128226.000000000000,1340.6800000000000000,,,,,,,,,,
,2020-10-23,,Pithead,18,35100.000000000000,455.1400000000000000,,,,,,,,,,
,2020-10-23,,Non-Pithead,118,128226.000000000000,1345.3000000000000000,,,,,,,,,,
,2020-10-22,,Pithead,18,35100.000000000000,454.2200000000000000,,,,,,,,,,
,2020-10-22,,Non-Pithead,118,128226.000000000000,1345.7300000000000000,,,,,,,,,,
,2020-10-21,,Pithead,18,35100.000000000000,451.7100000000000000,,,,,,,,,,
,2020-10-21,,Non-Pithead,118,128226.000000000000,1340.1900000000000000,,,,,,,,,,
,2020-10-20,,Pithead,17,34300.000000000000,444.6500000000000000,,,,,,,,,,
,2020-10-20,,Non-Pithead,118,128226.000000000000,1334.0100000000000000,,,,,,,,,,
,2020-10-19,,Pithead,17,34300.000000000000,442.7700000000000000,,,,,,,,,,
,2020-10-19,,Non-Pithead,118,128226.000000000000,1332.6900000000000000,,,,,,,,,,
,2020-10-18,,Pithead,17,34300.000000000000,440.5700000000000000,,,,,,,,,,
,2020-10-18,,Non-Pithead,118,128226.000000000000,1332.2200000000000000,,,,,,,,,,
,2020-10-17,,Pithead,17,34300.000000000000,436.4800000000000000,,,,,,,,,,
,2020-10-17,,Non-Pithead,118,128226.000000000000,1336.3200000000000000,,,,,,,,,,
,2020-10-16,,Pithead,17,34300.000000000000,436.8300000000000000,,,,,,,,,,
,2020-10-16,,Non-Pithead,118,128226.000000000000,1344.1400000000000000,,,,,,,,,,
,2020-10-15,,Pithead,17,34300.000000000000,441.6900000000000000,,,,,,,,,,
,2020-10-15,,Non-Pithead,118,128226.000000000000,1356.8000000000000000,,,,,,,,,,
,2020-10-14,,Pithead,17,34300.000000000000,447.3000000000000000,,,,,,,,,,
,2020-10-14,,Non-Pithead,118,128226.000000000000,1373.1100000000000000,,,,,,,,,,
,2020-10-13,,Pithead,17,34300.000000000000,449.1900000000000000,,,,,,,,,,
,2020-10-13,,Non-Pithead,118,128226.000000000000,1380.2800000000000000,,,,,,,,,,
,2020-10-12,,Pithead,17,34300.000000000000,450.2600000000000000,,,,,,,,,,
,2020-10-12,,Non-Pithead,118,128226.000000000000,1376.8100000000000000,,,,,,,,,,
,2020-10-11,,Pithead,17,34300.000000000000,450.5700000000000000,,,,,,,,,,
,2020-10-11,,Non-Pithead,118,128226.000000000000,1372.4500000000000000,,,,,,,,,,
,2020-10-10,,Pithead,17,34300.000000000000,450.8700000000000000,,,,,,,,,,
,2020-10-10,,Non-Pithead,118,128226.000000000000,1366.2600000000000000,,,,,,,,,,
,2020-10-09,,Pithead,17,34300.000000000000,450.0400000000000000,,,,,,,,,,
,2020-10-09,,Non-Pithead,118,128226.000000000000,1353.9300000000000000,,,,,,,,,,
,2020-10-08,,Pithead,17,34300.000000000000,447.7700000000000000,,,,,,,,,,
,2020-10-08,,Non-Pithead,118,128226.000000000000,1345.8900000000000000,,,,,,,,,,
,2020-10-07,,Pithead,17,34300.000000000000,446.6400000000000000,,,,,,,,,,
,2020-10-07,,Non-Pithead,118,128226.000000000000,1340.3400000000000000,,,,,,,,,,
,2020-10-06,,Pithead,17,34300.000000000000,448.2900000000000000,,,,,,,,,,
,2020-10-06,,Non-Pithead,118,128226.000000000000,1339.1400000000000000,,,,,,,,,,
,2020-10-05,,Pithead,17,34300.000000000000,453.5900000000000000,,,,,,,,,,
,2020-10-05,,Non-Pithead,118,128226.000000000000,1336.9100000000000000,,,,,,,,,,
,2020-10-04,,Pithead,17,34300.000000000000,454.8200000000000000,,,,,,,,,,
,2020-10-04,,Non-Pithead,118,128226.000000000000,1332.5500000000000000,,,,,,,,,,
,2020-10-03,,Pithead,17,34300.000000000000,452.2700000000000000,,,,,,,,,,
,2020-10-03,,Non-Pithead,118,128226.000000000000,1326.9500000000000000,,,,,,,,,,
,2020-10-02,,Pithead,17,34300.000000000000,451.4200000000000000,,,,,,,,,,
,2020-10-02,,Non-Pithead,118,128226.000000000000,1328.7700000000000000,,,,,,,,,,
,2020-10-01,,Pithead,17,34300.000000000000,451.7700000000000000,,,,,,,,,,
,2020-10-01,,Non-Pithead,118,128226.000000000000,1329.4400000000000000,,,,,,,,,,
,2020-09-30,,Pithead,17,34300.000000000000,447.3600000000000000,,,,,,,,,,
,2020-09-30,,Non-Pithead,118,128226.000000000000,1326.7700000000000000,,,,,,,,,,
,2020-09-29,,Pithead,17,34300.000000000000,444.2600000000000000,,,,,,,,,,
,2020-09-29,,Non-Pithead,118,128226.000000000000,1323.8900000000000000,,,,,,,,,,
,2020-09-28,,Pithead,17,34300.000000000000,439.6400000000000000,,,,,,,,,,
,2020-09-28,,Non-Pithead,118,128226.000000000000,1322.9800000000000000,,,,,,,,,,
,2020-09-27,,Pithead,17,34300.000000000000,440.2400000000000000,,,,,,,,,,
,2020-09-27,,Non-Pithead,118,128226.000000000000,1327.8600000000000000,,,,,,,,,,
,2020-09-26,,Pithead,17,34300.000000000000,443.5900000000000000,,,,,,,,,,
,2020-09-26,,Non-Pithead,118,128226.000000000000,1335.7300000000000000,,,,,,,,,,
,2020-09-25,,Pithead,17,34300.000000000000,441.5800000000000000,,,,,,,,,,
,2020-09-25,,Non-Pithead,118,128226.000000000000,1339.5500000000000000,,,,,,,,,,
,2020-09-24,,Pithead,17,34300.000000000000,439.6800000000000000,,,,,,,,,,
,2020-09-24,,Non-Pithead,118,128226.000000000000,1342.9300000000000000,,,,,,,,,,
,2020-09-23,,Pithead,17,34300.000000000000,443.9500000000000000,,,,,,,,,,
,2020-09-23,,Non-Pithead,118,128226.000000000000,1349.5800000000000000,,,,,,,,,,
,2020-09-22,,Pithead,17,34300.000000000000,447.2600000000000000,,,,,,,,,,
,2020-09-22,,Non-Pithead,118,128226.000000000000,1348.8900000000000000,,,,,,,,,,
,2020-09-21,,Pithead,17,34300.000000000000,450.3900000000000000,,,,,,,,,,
,2020-09-21,,Non-Pithead,118,128226.000000000000,1347.6600000000000000,,,,,,,,,,
,2020-09-20,,Pithead,17,34300.000000000000,452.7400000000000000,,,,,,,,,,
,2020-09-20,,Non-Pithead,118,128226.000000000000,1344.1600000000000000,,,,,,,,,,
,2020-09-19,,Pithead,17,34300.000000000000,453.5100000000000000,,,,,,,,,,
,2020-09-19,,Non-Pithead,118,128226.000000000000,1340.3500000000000000,,,,,,,,,,
,2020-09-18,,Pithead,17,34300.000000000000,456.2300000000000000,,,,,,,,,,
,2020-09-18,,Non-Pithead,118,128226.000000000000,1340.5400000000000000,,,,,,,,,,
,2020-09-17,,Pithead,17,34300.000000000000,460.6600000000000000,,,,,,,,,,
,2020-09-17,,Non-Pithead,118,128226.000000000000,1348.4800000000000000,,,,,,,,,,
,2020-09-16,,Pithead,17,34300.000000000000,463.5000000000000000,,,,,,,,,,
,2020-09-16,,Non-Pithead,118,128226.000000000000,1356.9600000000000000,,,,,,,,,,
,2020-09-15,,Pithead,17,34300.000000000000,466.2800000000000000,,,,,,,,,,
,2020-09-15,,Non-Pithead,118,128226.000000000000,1361.9100000000000000,,,,,,,,,,
,2020-09-14,,Pithead,17,34300.000000000000,466.7100000000000000,,,,,,,,,,
,2020-09-14,,Non-Pithead,118,128226.000000000000,1356.4700000000000000,,,,,,,,,,
,2020-09-13,,Pithead,17,34300.000000000000,465.8700000000000000,,,,,,,,,,
,2020-09-13,,Non-Pithead,118,128226.000000000000,1356.5900000000000000,,,,,,,,,,
,2020-09-12,,Pithead,17,34300.000000000000,465.9400000000000000,,,,,,,,,,
,2020-09-12,,Non-Pithead,118,128226.000000000000,1358.8300000000000000,,,,,,,,,,
,2020-09-11,,Pithead,17,34300.000000000000,466.7300000000000000,,,,,,,,,,
,2020-09-11,,Non-Pithead,118,128226.000000000000,1360.9000000000000000,,,,,,,,,,
,2020-09-10,,Pithead,17,34300.000000000000,463.0600000000000000,,,,,,,,,,
,2020-09-10,,Non-Pithead,118,128226.000000000000,1358.9800000000000000,,,,,,,,,,
,2020-09-09,,Pithead,17,34300.000000000000,462.8400000000000000,,,,,,,,,,
,2020-09-09,,Non-Pithead,118,128226.000000000000,1350.8000000000000000,,,,,,,,,,
,2020-09-08,,Pithead,17,34300.000000000000,463.6600000000000000,,,,,,,,,,
,2020-09-08,,Non-Pithead,118,128226.000000000000,1344.0600000000000000,,,,,,,,,,
,2020-09-07,,Pithead,17,34300.000000000000,464.6100000000000000,,,,,,,,,,
,2020-09-07,,Non-Pithead,118,128226.000000000000,1342.5700000000000000,,,,,,,,,,
,2020-09-06,,Pithead,17,34300.000000000000,461.7800000000000000,,,,,,,,,,
,2020-09-06,,Non-Pithead,118,128226.000000000000,1338.2200000000000000,,,,,,,,,,
,2020-09-05,,Pithead,17,34300.000000000000,462.6200000000000000,,,,,,,,,,
,2020-09-05,,Non-Pithead,118,128226.000000000000,1334.8100000000000000,,,,,,,,,,
,2020-09-04,,Pithead,17,34300.000000000000,461.7900000000000000,,,,,,,,,,
,2020-09-04,,Non-Pithead,118,128226.000000000000,1331.3400000000000000,,,,,,,,,,
,2020-09-03,,Pithead,17,34300.000000000000,463.7600000000000000,,,,,,,,,,
,2020-09-03,,Non-Pithead,118,128226.000000000000,1324.5100000000000000,,,,,,,,,,
,2020-09-02,,Pithead,17,34300.000000000000,463.0200000000000000,,,,,,,,,,
,2020-09-02,,Non-Pithead,118,128226.000000000000,1321.6700000000000000,,,,,,,,,,
,2020-09-01,,Pithead,17,34300.000000000000,461.1500000000000000,,,,,,,,,,
,2020-09-01,,Non-Pithead,118,128226.000000000000,1319.5800000000000000,,,,,,,,,,
,2020-08-31,,Pithead,17,34300.000000000000,458.8800000000000000,,,,,,,,,,
,2020-08-31,,Non-Pithead,118,128226.000000000000,1315.3600000000000000,,,,,,,,,,
,2020-08-30,,Pithead,17,34300.000000000000,455.3800000000000000,,,,,,,,,,
,2020-08-30,,Non-Pithead,118,128226.000000000000,1309.8300000000000000,,,,,,,,,,
,2020-08-29,,Pithead,17,34300.000000000000,444.7000000000000000,,,,,,,,,,
,2020-08-29,,Non-Pithead,118,128226.000000000000,1302.7900000000000000,,,,,,,,,,
,2020-08-26,,Pithead,17,34300.000000000000,428.4900000000000000,,,,,,,,,,
,2020-08-26,,Non-Pithead,118,128226.000000000000,1274.6800000000000000,,,,,,,,,,
,2020-08-25,,Pithead,17,34300.000000000000,428.4800000000000000,,,,,,,,,,
,2020-08-25,,Non-Pithead,118,128226.000000000000,1275.9300000000000000,,,,,,,,,,
,2020-08-24,,Pithead,17,34300.000000000000,429.6700000000000000,,,,,,,,,,
,2020-08-24,,Non-Pithead,118,128226.000000000000,1285.0700000000000000,,,,,,,,,,
,2020-08-23,,Pithead,17,34300.000000000000,431.1300000000000000,,,,,,,,,,
,2020-08-23,,Non-Pithead,118,128226.000000000000,1289.8900000000000000,,,,,,,,,,
,2020-08-22,,Pithead,17,34300.000000000000,435.5300000000000000,,,,,,,,,,
,2020-08-22,,Non-Pithead,118,128226.000000000000,1294.8800000000000000,,,,,,,,,,
,2020-08-21,,Pithead,17,34300.000000000000,440.0600000000000000,,,,,,,,,,
,2020-08-21,,Non-Pithead,118,128226.000000000000,1300.5600000000000000,,,,,,,,,,
,2020-08-20,,Pithead,17,34300.000000000000,438.3000000000000000,,,,,,,,,,
,2020-08-20,,Non-Pithead,118,128226.000000000000,1306.3600000000000000,,,,,,,,,,
,2020-08-19,,Pithead,17,34300.000000000000,438.3700000000000000,,,,,,,,,,
,2020-08-19,,Non-Pithead,118,128226.000000000000,1310.0700000000000000,,,,,,,,,,
,2020-08-18,,Pithead,17,34300.000000000000,438.7100000000000000,,,,,,,,,,
,2020-08-18,,Non-Pithead,118,128226.000000000000,1312.8600000000000000,,,,,,,,,,
,2020-08-17,,Pithead,17,34300.000000000000,441.3300000000000000,,,,,,,,,,
,2020-08-17,,Non-Pithead,118,128226.000000000000,1310.0900000000000000,,,,,,,,,,
,2020-08-16,,Pithead,17,34300.000000000000,448.2500000000000000,,,,,,,,,,
,2020-08-16,,Non-Pithead,118,128226.000000000000,1316.7600000000000000,,,,,,,,,,
,2020-08-15,,Pithead,17,34300.000000000000,456.8800000000000000,,,,,,,,,,
,2020-08-15,,Non-Pithead,118,128226.000000000000,1325.1800000000000000,,,,,,,,,,
,2020-08-14,,Pithead,17,34300.000000000000,461.5400000000000000,,,,,,,,,,
,2020-08-14,,Non-Pithead,118,128226.000000000000,1331.4900000000000000,,,,,,,,,,
,2020-08-13,,Pithead,17,34300.000000000000,462.3300000000000000,,,,,,,,,,
,2020-08-13,,Non-Pithead,118,128226.000000000000,1329.6500000000000000,,,,,,,,,,
,2020-08-12,,Pithead,17,34300.000000000000,464.9300000000000000,,,,,,,,,,
,2020-08-12,,Non-Pithead,118,128226.000000000000,1326.2500000000000000,,,,,,,,,,
,2020-08-11,,Pithead,17,34300.000000000000,463.8400000000000000,,,,,,,,,,
,2020-08-11,,Non-Pithead,118,128226.000000000000,1317.4700000000000000,,,,,,,,,,
,2020-08-10,,Pithead,17,34300.000000000000,462.3000000000000000,,,,,,,,,,
,2020-08-10,,Non-Pithead,118,128226.000000000000,1313.5300000000000000,,,,,,,,,,
,2020-08-09,,Pithead,17,34300.000000000000,462.2600000000000000,,,,,,,,,,
,2020-08-09,,Non-Pithead,118,128226.000000000000,1309.0800000000000000,,,,,,,,,,
,2020-08-08,,Pithead,17,34300.000000000000,464.9100000000000000,,,,,,,,,,
